Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo
9085061000992498,9,8,50,61,99,2498,0,,,,,,,,,,,,,,,,517.0,6,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,,,,,2.0,,4,1.0,1,1.0,,1,46,4,2,0,1,1,517.0,1,10,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,507,1,,1,2.0,6.0,20.0,10.0,3.0,3.0,3.0,3.0,,200.0,35.0,100.0,19.0,6.0,170.0,35.0,100.0,19.0,100.0,,,,30.0,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,3.0,3.0,2.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,5.0,1.0,5.0,5.0,,,,,,,,,1,3.0,3.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,3.0,,,,7.72727272727273,,3.0,3.0,1,1.0
9095051000993406,9,9,50,51,99,3406,0,,,,,,,,,,,,,,,,113.0,119,119.0,,1.0,1.0,,3.0,3.0,,115.0,115.0,,,2.0,,4,1.0,0,,99.0,1,99,4,2,0,1,1,113.0,1,9,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,507,1,,1,3.0,3.0,20.0,7.0,112.98,112.98,112.98,112.98,,5600.0,37.0,210.0,19.0,2.0,5600.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,112.98,100.0,,,,,,1,0,,,,,,,1,675.0,3.0,,,,,,,1,0.0,,,1.0,280.0,5.0,3.0,280.0,5.0,3.0,224.0,5.0,2.0,,,,,,1,112.98,112.98,3.0,1.0,507.0,,507.0,,2.0,,4.0,534.5454545454551,0.0,,,,,,,,,,112.98,,,534.5454545454551,112.98,112.98,112.98,1,1.0
9115451000993333,9,11,54,51,99,3333,0,,,,,,,,,,,,,,,,100.0,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,1.0,0,,10.0,1,48,1,1,0,0,0,100.0,1,9,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2,507,1,,1,2.0,8.0,20.0,11.0,100.0,100.0,100.0,100.0,,5500.0,37.0,210.0,19.0,6.0,5500.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,100.0,100.0,,,,,,1,0,,,,,,,1,20000.0,2.0,,,,,40000.0,2.0,1,0.0,,,1.0,425.0,5.0,3.0,120.0,5.0,3.0,,,,,,,5.0,,1,100.0,100.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,525.0,0.0,,,,,,,,,100.0,,,,1040.454545454546,100.0,100.0,100.0,1,1.0
9115451000993347,9,11,54,51,99,3347,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,8,6.0,2.0,2.0,,2.0,,,,6.0,6.0,,,2.0,,4,1.0,1,1.0,,0,58,4,2,1,1,1,60.0,1,8,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,2,507,1,,1,3.0,8.0,20.0,12.0,28.0,28.0,28.0,28.0,,1600.0,37.0,215.0,19.0,6.0,1600.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,28.0,100.0,,,,,,1,0,,,,,,,1,6160.0,2.0,,,2700.0,2.0,,,1,0.0,,,1.0,28.0,5.0,3.0,22.4,5.0,3.0,,,,,,,6.0,,1,28.0,28.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,156.363636363636,0.0,,,,,,,,,,28.0,,,312.727272727272,28.0,28.0,28.0,1,1.0
9115451000993371,9,11,54,51,99,3371,0,,,,,,,,,,,,,,,,400.0,24,24.0,,1.0,1.0,,8.0,8.0,,15.0,15.0,,,2.0,,4,1.0,0,,50.0,1,99,4,2,0,1,1,400.0,1,10,6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,507,1,,1,3.0,1.0,20.0,5.0,200.0,200.0,200.0,200.0,,16000.0,37.0,210.0,19.0,6.0,16000.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,6,1,200.0,100.0,,,,,,1,0,,,,,,,1,24000.0,2.0,,,,,,,1,0.0,,,1.0,200.0,5.0,2.0,100.0,5.0,2.0,,,,,,,,,1,200.0,200.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,1527.2727272727302,0.0,,,,,,,,,,200.0,,,3054.5454545454604,200.0,200.0,200.0,1,1.0
9115451000993384,9,11,54,51,99,3384,0,,,,,,,,,,,,,,,,46.0,22,22.0,,1.0,1.0,,1.0,1.0,,20.0,20.0,,,2.0,,4,1.0,0,,30.0,1,99,4,2,0,0,0,46.0,1,7,6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2,507,1,,1,2.0,8.0,20.0,12.0,46.0,46.0,46.0,46.0,,2990.0,37.0,215.0,19.0,6.0,2990.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,46.0,100.0,,,,,,1,0,,,,,,,1,7360.0,2.0,,,,,,,1,0.0,,,1.0,59.8,2.0,3.0,34.5,3.0,2.0,,,,,,,10.0,,1,46.0,46.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,292.204545454545,0.0,,,,,,,,,46.0,,,,584.40909090909,46.0,46.0,46.0,1,1.0
9115451000993385,9,11,54,51,99,3385,0,,,,,,,,,,,,,,,,9.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,1.0,1,1.0,,1,55,4,2,0,1,1,9.0,1,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2,507,1,,0,3.0,8.0,20.0,12.0,6.5,6.5,6.5,6.5,,490.0,38.0,215.0,19.0,6.0,490.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.5,100.0,,,,,,1,0,,,,,,,1,1170.0,2.0,,,180.0,2.0,,,1,0.0,,,1.0,6.0,5.0,2.0,3.25,5.0,2.0,,,,,,,2.0,,1,6.5,6.5,8.0,1.0,507.0,,507.0,,2.0,,4.0,47.88636363636361,0.0,,,,,,,,,,6.5,,,94.7954545454545,6.5,6.5,6.5,1,1.0
9115451000993393,9,11,54,51,99,3393,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,102.0,41,41.0,,1.0,1.0,,,,,40.0,40.0,,,2.0,,4,1.0,1,1.0,,1,64,4,1,0,0,0,102.0,1,9,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,3.0,7.0,20.0,12.0,70.0,70.0,70.0,70.0,,5250.0,37.0,210.0,19.0,6.0,5250.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,70.0,100.0,,,,,,1,0,,,,,,,1,12600.0,2.0,,,,,,,1,0.0,,,1.0,126.0,5.0,3.0,91.0,5.0,2.0,35.0,5.0,3.0,21.0,5.0,2.0,20.0,,1,70.0,70.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,501.13636363636397,0.0,,,,,,,,,,70.0,,,1002.2727272727279,70.0,70.0,70.0,1,1.0
9115451000993404,9,11,54,51,99,3404,0,,,,,,,,,,,,,,,,40.0,9,8.0,1.0,1.0,,1.0,2.0,2.0,,6.0,6.0,,,2.0,,4,1.0,0,,40.0,0,99,4,2,0,0,0,40.0,1,7,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,507,1,,0,2.0,8.0,20.0,11.0,24.0,24.0,24.0,24.0,,1920.0,37.0,215.0,19.0,6.0,1920.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,1,24.0,100.0,,,,,,1,0,,,,,,,1,3840.0,2.0,,,,,,,1,0.0,,,1.0,144.0,5.0,2.0,60.0,5.0,3.0,,,,,,,3.0,,1,24.0,24.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,187.636363636364,0.0,,,,,,,,,24.0,,,,375.272727272728,24.0,24.0,24.0,1,1.0
9115451000993407,9,11,54,51,99,3407,0,,,,,,,,,,,,,,,,30.0,6,6.0,,1.0,1.0,,1.0,1.0,,4.0,4.0,,,2.0,,4,1.0,0,,40.0,1,99,2,2,0,0,0,30.0,1,7,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,507,1,,1,2.0,7.0,20.0,12.0,29.5,29.5,29.5,29.5,,1770.0,37.0,215.0,19.0,6.0,1770.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,1,29.5,100.0,,,,,,1,0,,,,,,,1,29250.0,2.0,,,,,,,1,0.0,,,1.0,105.0,5.0,2.0,40.0,5.0,2.0,,,,,,,2.0,,1,29.5,29.5,7.0,1.0,507.0,,507.0,,2.0,,4.0,172.97727272727298,0.0,,,,,,,,,29.5,,,,345.95454545454595,29.5,29.5,29.5,1,1.0
9115451000993416,9,11,54,51,99,3416,0,,,,,,,,,,,,,,,,10.0,5,5.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,4,1.0,1,1.0,,1,40,4,1,0,1,1,10.0,1,6,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2,507,1,,1,3.0,7.0,20.0,11.0,9.98,9.98,9.98,9.98,,700.0,37.0,210.0,19.0,6.0,630.0,37.0,210.0,19.0,100.0,,70.0,,,,,,,,0,0,1,1,9.98,100.0,,,,,,1,0,,,,,,,1,0.0,,600.0,2.0,600.0,2.0,600.0,2.0,1,0.0,,,1.0,12.5,5.0,2.0,7.5,5.0,2.0,,,,,,,4.0,,1,9.98,9.98,7.0,1.0,507.0,,507.0,,2.0,,4.0,66.8181818181818,0.0,,,,,,,,,,9.98,,,126.95454545454541,9.98,9.98,9.98,1,1.0
9115456000993440,9,11,54,56,99,3440,0,,,,,,,,,,,,,,,,500.0,36,36.0,,1.0,1.0,,11.0,11.0,,24.0,24.0,,,2.0,,4,1.0,0,,60.0,1,50,4,3,0,0,0,500.0,1,10,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2,2,507,1,,0,2.0,9.0,20.0,12.0,25.0,25.0,25.0,25.0,,1250.0,37.0,205.0,19.0,6.0,1200.0,37.0,205.0,19.0,100.0,,50.0,,,,,,,,0,0,1,1,25.0,100.0,,,,,,1,0,,,,,,,1,8820.0,2.0,,,,,,,1,0.0,,,1.0,50.0,5.0,2.0,37.5,5.0,1.0,1.0,5.0,5.0,,,,4.0,,1,25.0,25.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,116.477272727273,0.0,,,,,,,,,25.0,,,,474.295454545455,25.0,25.0,25.0,1,1.0
9115461000992569,9,11,54,61,99,2569,0,,,,,,,,,,,,,,,,30.0,13,13.0,,1.0,1.0,,2.0,2.0,,10.0,10.0,,,2.0,,4,1.0,0,,25.0,0,82,4,2,0,0,0,30.0,1,7,5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,507,1,,1,2.0,2.0,20.0,6.0,20.0,20.0,20.0,20.0,,1400.0,37.0,210.0,19.0,6.0,1400.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,20.0,100.0,,,,,,1,0,,,,,,,1,4000.0,2.0,1000.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,3.0,10.0,5.0,3.0,,,,,,,10.0,,1,20.0,20.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,133.636363636364,0.0,,,,,,,,,20.0,,,,133.636363636364,20.0,20.0,20.0,1,1.0
9135061000992990,9,13,50,61,99,2990,0,,,,,,,,,,,,,,,,55.0,20,17.0,3.0,5.0,2.0,3.0,,,,15.0,15.0,,,2.0,,4,1.0,0,,99.0,1,44,4,3,0,0,0,55.0,1,8,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,507,1,,1,3.0,9.0,20.0,12.0,30.0,30.0,30.0,30.0,,1800.0,35.0,100.0,19.0,2.0,1800.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,30.0,100.0,,,,,,0,0,,,,,,,0,60.0,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,30.0,30.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,81.8181818181818,0.0,,,,,,,,,,30.0,,,163.6363636363636,30.0,,,1,1.0
9135061000993141,9,13,50,61,99,3141,0,,,,,,,,,,,,,,,,14.0,2,2.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,4,1.0,1,1.0,,0,41,4,2,0,1,1,14.0,1,6,3,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,1,507,1,,0,3.0,1.0,20.0,4.0,2.5,2.5,2.5,2.5,,250.0,35.0,100.0,19.0,2.0,250.0,35.0,100.0,19.0,100.0,0.0,,,,,,,,,0,0,6,1,2.5,100.0,,,,,,1,0,,,,,,,1,2.5,3.0,2.5,3.0,,,,,1,0.0,,,1.0,2.5,5.0,2.0,2.5,5.0,2.0,,,,,,,,,1,2.5,2.5,1.0,1.0,548.0,,507.0,,2.0,,4.0,11.3636363636364,0.0,,,,,,,,,,2.5,,,11.3636363636364,2.5,2.5,2.5,1,1.0
9145255000993985,9,14,52,55,99,3985,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.0,9,9.0,,1.0,1.0,,2.0,2.0,,6.0,6.0,,,2.0,,4,1.0,0,,99.0,1,48,4,3,0,1,1,38.0,1,7,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,2,507,1,,0,1.0,1.0,20.0,5.0,10.0,10.0,10.0,10.0,,300.0,37.0,200.0,19.0,2.0,300.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,900.0,2.0,900.0,2.0,,,,,1,0.0,,,1.0,,,,15.0,5.0,3.0,,,,,,,,,1,10.0,10.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,27.2727272727273,0.0,,,,,,,,10.0,,,,,27.2727272727273,,10.0,10.0,1,1.0
9145257000992250,9,14,52,57,99,2250,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,1.0,1,1.0,,0,52,3,1,0,0,0,30.0,1,7,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,507,1,,1,1.0,1.0,20.0,5.0,1.5,1.5,1.5,1.5,,41.0,37.0,200.0,19.0,2.0,41.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,450.0,2.0,375.0,2.0,,,,,1,0.0,,,1.0,,,,0.5,5.0,3.0,,,,,,,,,1,1.5,1.5,1.0,1.0,507.0,,507.0,,2.0,,4.0,3.7272727272727297,0.0,,,,,,,,1.5,,,,,3.7272727272727297,,1.5,1.5,1,1.0
9165051000993322,9,16,50,51,99,3322,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,930.0,9,9.0,,1.0,1.0,,8.0,8.0,,,,,,2.0,,4,1.0,1,1.0,,1,49,4,2,0,1,1,930.0,1,10,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2,507,1,,1,2.0,8.0,20.0,11.0,750.0,750.0,750.0,750.0,,37500.0,37.0,220.0,19.0,6.0,37500.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,750.0,100.0,,,,,,1,0,,,,,,,1,9000.0,2.0,4500.0,2.0,0.0,,,,1,0.0,,,1.0,750.0,5.0,2.0,,,,,,,,,,106.0,,1,750.0,750.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,3750.0,0.0,,,,,,,,,750.0,,,,7500.0,750.0,750.0,750.0,1,1.0
9165051000993324,9,16,50,51,99,3324,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.02,3,3.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,4,1.0,1,1.0,,1,55,4,2,0,0,0,8.02,1,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,507,1,,1,2.0,6.0,20.0,9.0,8.0,8.0,8.0,8.0,,400.0,37.0,220.0,19.0,6.0,400.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,8.0,100.0,,,,,,1,0,,,,,,,1,48.0,2.0,48.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,,,,,,,,,1,8.0,8.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,40.0,0.0,,,,,,,,,8.0,,,,40.0,8.0,8.0,8.0,1,1.0
9165051000993332,9,16,50,51,99,3332,0,,,,,,,,,,,,,,,,62.04,5,5.0,,1.0,1.0,,1.0,1.0,,3.0,3.0,,,2.0,,4,1.0,1,1.0,,0,73,4,2,0,0,0,62.04,1,8,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2,507,1,,1,2.0,9.0,20.0,12.0,50.0,50.0,50.0,50.0,,2500.0,37.0,220.0,19.0,6.0,2500.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,50.0,100.0,,,,,,1,0,,,,,,,1,600.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,50.0,5.0,2.0,,,,,,,,,,43.0,,1,50.0,50.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,250.0,0.0,,,,,,,,,50.0,,,,500.0,50.0,50.0,50.0,1,1.0
9165051000993336,9,16,50,51,99,3336,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,143.03,9,9.0,,1.0,1.0,,,,,8.0,8.0,,,2.0,,4,1.0,1,1.0,,1,70,4,2,0,0,0,143.03,1,9,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2,507,1,,1,2.0,7.0,20.0,10.0,141.0,141.0,141.0,141.0,,8460.0,37.0,220.0,19.0,6.0,8460.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,141.0,100.0,,,,,,1,0,,,,,,,1,2538.0,2.0,1269.0,2.0,,,,,1,0.0,,,1.0,141.0,5.0,3.0,,,,,,,,,,108.0,,1,141.0,141.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,846.0,0.0,,,,,,,,,141.0,,,,1692.0,141.0,141.0,141.0,1,1.0
9165051000993400,9,16,50,51,99,3400,0,,,,,,,,,,,,,,,,82.03,8,8.0,,1.0,1.0,,1.0,1.0,,6.0,6.0,,,2.0,,4,1.0,1,1.0,,1,49,4,3,0,0,0,82.03,1,8,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2,507,1,,1,2.0,7.0,20.0,11.0,82.0,82.0,82.0,82.0,,4000.0,37.0,220.0,19.0,6.0,4000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,82.0,100.0,,,,,,1,0,,,,,,,1,984.0,2.0,492.0,2.0,,,,,1,0.0,,,1.0,82.0,5.0,2.0,,,,,,,,,,88.0,,1,82.0,82.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,400.0,0.0,,,,,,,,,82.0,,,,800.0,82.0,82.0,82.0,1,1.0
9165051000993401,9,16,50,51,99,3401,0,,,,,,,,,,,,,,,,64.03,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,1.0,1,1.0,,1,34,4,2,0,0,0,64.03,1,8,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2,507,1,,1,2.0,8.0,20.0,11.0,56.0,56.0,56.0,56.0,,3360.0,37.0,215.0,19.0,6.0,3360.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,56.0,100.0,,,,,,1,0,,,,,,,1,1008.0,2.0,504.0,2.0,,,,,1,0.0,,,1.0,56.0,5.0,2.0,,,,,,,,,,34.0,0.0,1,56.0,56.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,328.36363636363603,0.0,,,,,,,,,56.0,,,,656.7272727272721,56.0,56.0,56.0,1,1.0
9165051000993408,9,16,50,51,99,3408,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,340.0,12,12.0,,2.0,2.0,,4.0,4.0,,6.0,6.0,,,2.0,,4,1.0,1,1.0,,1,49,4,2,0,1,1,340.0,1,10,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,2,507,1,,1,2.0,8.0,20.0,11.0,320.0,320.0,320.0,320.0,,16000.0,37.0,220.0,19.0,6.0,16000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,320.0,100.0,,,,,,1,0,,,,,,,1,3840.0,2.0,1920.0,2.0,,,,,1,0.0,,,1.0,320.0,5.0,2.0,,,,,,,,,,,,1,320.0,320.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,1600.0,0.0,,,,,,,,,320.0,,,,3200.0,320.0,320.0,320.0,1,1.0
9165151000993326,9,16,51,51,99,3326,0,,,,,,,,,,,,,,,,300.0,4,3.0,1.0,1.0,,1.0,3.0,3.0,,,,,,2.0,,4,1.0,0,,99.0,0,42,4,3,0,1,1,300.0,1,10,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2,507,1,,0,3.0,6.0,20.0,11.0,299.99,299.99,299.99,299.99,,16500.0,37.0,210.0,19.0,6.0,16500.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,299.99,100.0,,,,,,1,0,,,,,,,1,270000.0,2.0,,,,,,,1,0.0,,,1.0,105.0,5.0,3.0,150.0,5.0,3.0,75.0,5.0,3.0,,,,40.0,,1,300.0,300.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,1575.0,0.0,,,,,,,,,,299.99,,,3150.0,299.99,299.99,299.99,1,1.0
9165151000993339,9,16,51,51,99,3339,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.41,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,1.0,0,,99.0,1,37,4,3,0,1,1,35.41,1,7,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,1,1.0,6.0,20.0,9.0,35.41,35.41,35.41,35.41,,2200.0,37.0,215.0,19.0,1.0,2200.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,35.41,100.0,,,,,,1,0,,,,,,,1,4521.0,2.0,4521.0,2.0,4521.0,2.0,4521.0,2.0,1,1.0,36.0,5.0,1.0,18.0,5.0,3.0,18.0,5.0,3.0,11.0,5.0,3.0,,,,5.0,,1,35.41,35.41,6.0,1.0,507.0,,507.0,,2.0,,4.0,215.0,0.0,,,,,,,,35.41,,,,,215.0,35.41,35.41,35.41,1,1.0
9165151000993353,9,16,51,51,99,3353,0,,,,,,,,,,,,,,,,350.0,4,4.0,,1.0,1.0,,3.0,3.0,,,,,,2.0,,4,1.0,0,,99.0,1,43,4,3,0,1,1,350.0,1,10,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,3.0,2.0,20.0,7.0,350.0,350.0,350.0,350.0,,19250.0,37.0,205.0,19.0,6.0,19250.0,37.0,205.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,70000.0,2.0,,,70000.0,2.0,1,0.0,,,1.0,,,,175.0,5.0,3.0,175.0,5.0,3.0,,,,60.0,,1,350.0,350.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,1793.75,0.0,,,,,,,,,,350.0,,,1793.75,,350.0,350.0,1,1.0
9165151000993363,9,16,51,51,99,3363,0,,,,,,,,,,,,,,,,60.02,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,1.0,0,,99.0,1,63,4,3,0,1,1,60.02,1,8,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,1,2.0,3.0,20.0,8.0,60.0,60.0,60.0,60.0,,2400.0,37.0,215.0,19.0,6.0,2400.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,60.0,100.0,,,,,,1,0,,,,,,,1,22050.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,50.0,,1,60.0,60.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,234.54545454545502,0.0,,,,,,,,,60.0,,,,234.54545454545502,60.0,60.0,,1,1.0
